index,type,date,country,state,location,activity,severity,time
3605,UNPROVOKED,1982-01-03,USA,Florida,"Palm Beach, Palm Beach County",SURFING,INJURY,NOON
3606,UNPROVOKED,1982-01-03,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",SURFING,FATALITY,NOON
3607,UNPROVOKED,1982-01-03,NEW CALEDONIA,,,DIVING,INJURY,
3608,UNPROVOKED,1982-01-02,AUSTRALIA,Tasmania,South Cape Bay,DIVING,FATALITY,
3609,UNPROVOKED,1982-01-02,USA,Florida,"Hobe Sound, Palm Beach County",SURFING,INJURY,
3610,PROVOKED,1982-01-02,SOUTH AFRICA,Western Cape Province,Mossel Bay,FISHING,INJURY,
3611,UNPROVOKED,1982-01-02,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",SWIMMING,INJURY,
3612,UNPROVOKED,1982-01-02,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",SWIMMING,INJURY,
3613,UNPROVOKED,1982-01-02,USA,Florida,"Palm Beach, Palm Beach County",SWIMMING,INJURY,MORNING
3614,UNPROVOKED,1982-01-02,USA,California,"Stillwater Cove, Sonoma County",DIVING,INJURY,NOON
3615,UNPROVOKED,1982-01-02,USA,Florida,Elliot Key,DIVING,FATALITY,
3616,UNPROVOKED,1982-01-01,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,SWIMMING,INJURY,AFTERNOON
3617,WATERCRAFT,1982-01-01,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",BOATING,,
3618,WATERCRAFT,1982-01-01,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",BOATING,,
3619,UNPROVOKED,1982-01-01,TUNISIA,Biserta,Bechateur,DIVING,,
3620,UNPROVOKED,1981-01-12,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",SURFING,FATALITY,DUSK
3621,UNPROVOKED,1981-01-12,AUSTRALIA,Queensland,Green Island,,INJURY,
3622,UNPROVOKED,1981-01-12,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu",SWIMMING,INJURY,
3623,UNPROVOKED,1981-01-11,REUNION,Saint-Philippe,Vicendo,DIVING,INJURY,NOON
3624,PROVOKED,1981-01-10,SOUTH AFRICA,Western Cape Province,Mossel Bay,,INJURY,
3625,UNPROVOKED,1981-01-11,USA,Hawaii,"La'au Point, Moloka'i",DIVING,INJURY,
3626,UNPROVOKED,1981-01-10,USA,Florida,"Jupiter Island, Brevard County",SWIMMING,INJURY,NOON
3627,UNPROVOKED,1981-01-10,USA,Florida,"Palm Beach, Palm Beach County",SURFING,,MORNING
3628,UNPROVOKED,1981-01-10,USA,Florida,"Cocoa Beach, Brevard County",SURFING,INJURY,
3629,UNPROVOKED,1981-01-10,USA,Florida,"Playalinda Beach, Brevard County",SURFING,INJURY,
3630,UNPROVOKED,1981-01-09,USA,Florida,"Cocoa Beach, Brevard County",SURFING,INJURY,AFTERNOON
3631,UNPROVOKED,1981-01-09,USA,Florida,"Melbourne Beach, Brevard County",SURFING,INJURY,
3632,UNPROVOKED,1981-01-09,USA,Florida,"Tampa Bay, Manatee County",SWIMMING,FATALITY,AFTERNOON
3633,UNPROVOKED,1981-01-09,USA,Florida,"Patrick Air Force Base, Brevard County",SURFING,INJURY,NOON
3634,UNPROVOKED,1981-01-09,USA,Florida,"Cocoa Beach, Brevard County",SURFING,INJURY,MORNING
3635,UNPROVOKED,1981-01-08,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,
3636,PROVOKED,1981-01-08,USA,Florida,Gulf Island National Seashore Park,DIVING,INJURY,
3637,,1981-01-08,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",FISHING,,
3638,UNPROVOKED,1981-01-08,USA,Florida,"Marathon, Monroe County",DIVING,INJURY,
3639,UNPROVOKED,1981-01-08,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",DIVING,FATALITY,
3640,UNPROVOKED,1981-01-08,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",DIVING,INJURY,NOON
3641,UNPROVOKED,1981-01-07,USA,Florida,"St. Petersburg Beach, Pinellas County",SWIMMING,INJURY,
3642,UNPROVOKED,1981-01-07,SOUTH AFRICA,Eastern Cape Province,Nahoon,SURFING,INJURY,MORNING
3643,UNPROVOKED,1981-01-07,USA,Florida,Carter Cay,DIVING,INJURY,AFTERNOON
3644,UNPROVOKED,1981-01-07,SOUTH AFRICA,KwaZulu-Natal,Clansthal,,INJURY,
3645,WATERCRAFT,1981-01-06,ENGLAND,,Isle of Wight,FISHING,INJURY,
3646,,1981-01-06,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",,,
3647,UNPROVOKED,1981-01-05,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",DIVING,FATALITY,
3648,UNPROVOKED,1981-01-05,SOUTH KOREA,Chungnam,Wae-yeon Island,DIVING,FATALITY,NOON
3649,UNPROVOKED,1981-01-05,SOUTH AFRICA,Eastern Cape Province,Nahoon,SURFING,,MORNING
3650,UNPROVOKED,1981-01-05,USA,Florida,"Sands Cut, Elliot Key",DIVING,,
3651,UNPROVOKED,1981-01-05,USA,Florida,"Jacksonville, Duval County",DIVING,INJURY,
3652,UNPROVOKED,1981-01-05,SOUTH AFRICA,Eastern Cape Province,King’s Beach,SURFING,INJURY,NOON
3653,PROVOKED,1981-01-05,NAMIBIA,Eronogo Region,Walvis Bay,,INJURY,
3654,UNPROVOKED,1981-01-03,BERMUDA,,,,,
3655,UNPROVOKED,1981-01-05,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,SURFING,INJURY,MORNING
3656,UNPROVOKED,1981-01-03,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SWIMMING,INJURY,AFTERNOON
3657,UNPROVOKED,1981-01-03,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SURFING,INJURY,AFTERNOON
3658,UNPROVOKED,1981-01-03,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",DIVING,INJURY,MORNING
3659,UNPROVOKED,1981-01-03,BRAZIL,Rio de Janeiro,Cabo Frio,DIVING,,
3660,UNPROVOKED,1981-01-02,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,SWIMMING,INJURY,AFTERNOON
3661,UNPROVOKED,1981-01-02,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",,INJURY,
3662,UNPROVOKED,1981-01-02,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",,,
3663,UNPROVOKED,1981-01-02,USA,Florida,"Juno Beach, Palm Beach County",SURFING,INJURY,NOON
3664,UNPROVOKED,1981-01-02,BRAZIL,Rio de Janeiro,Cabo Frio,DIVING,INJURY,
3665,UNPROVOKED,1981-01-01,USA,Florida,20 miles from Mayport,DIVING,INJURY,
3666,,1981-01-01,SOUTH AFRICA,KwaZulu-Natal,Widenham,SWIMMING,,
3667,UNPROVOKED,1981-01-01,AUSTRALIA,New South Wales,Byron Bay,SURFING,INJURY,MORNING
3668,UNPROVOKED,1981-01-01,GREECE,Pagasitikos Gulf,,DIVING,INJURY,
3669,UNPROVOKED,1980-12-30,SOUTH AFRICA,Eastern Cape Province,Nahoon,SURFING,INJURY,AFTERNOON
3670,,1980-01-12,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,,,
3671,UNPROVOKED,1980-01-11,REUNION,Grand'Anse,Petite-Ile,DIVING,INJURY,AFTERNOON
3672,UNPROVOKED,1980-01-11,AUSTRALIA,Western Australia,Lancelin,SWIMMING,INJURY,
3673,,1980-01-11,SOUTH AFRICA,KwaZulu-Natal,Mnini,SWIMMING,,
3674,UNPROVOKED,1980-01-11,BRAZIL,Pernambuco,Piedade,SWIMMING,FATALITY,
3675,UNPROVOKED,1980-01-10,USA,Oregon,Off Umpqua River,SURFING,INJURY,AFTERNOON
3676,UNPROVOKED,1980-01-10,USA,California,"Moonstone Beach, Humboldt County",SURFING,,MORNING
3677,UNPROVOKED,1980-01-08,MEXICO,,,DIVING,FATALITY,
3678,UNPROVOKED,1980-01-08,USA,Louisiana,"Grand Isle, Jefferson Parish",SWIMMING,INJURY,
3679,UNPROVOKED,1980-01-08,USA,North Carolina,"Ocean Isle, Brunswick County",SWIMMING,INJURY,
3680,UNPROVOKED,1980-01-08,USA,Hawaii,"Puamana, Lahaina, Maui",SURFING,INJURY,
3681,UNPROVOKED,1980-01-07,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",DIVING,INJURY,
3682,UNPROVOKED,1980-01-07,USA,New Jersey,"Ocean City, Cape May County",,INJURY,AFTERNOON
3683,UNPROVOKED,1980-01-07,USA,Delaware,Dewey Beach,PASSIVE,INJURY,NOON
3684,UNPROVOKED,1980-01-07,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",SURFING,,
3685,UNPROVOKED,1980-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,
3686,PROVOKED,1980-01-06,USA,California,"Off San Clemente Island, Los Angeles County",DIVING,INJURY,
3687,UNPROVOKED,1980-01-05,SOUTH AFRICA,Eastern Cape Province,Fuller’s Bay,SURFING,INJURY,MORNING
3688,PROVOKED,1980-01-04,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",DIVING,INJURY,
3689,UNPROVOKED,1980-01-04,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",BOATING,FATALITY,NIGHT
3690,UNPROVOKED,1980-01-04,MEXICO,Sinaloa,Mazatlán,,INJURY,NOON
3691,UNPROVOKED,1980-01-03,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,DIVING,FATALITY,
3692,UNPROVOKED,1980-01-03,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",SWIMMING,INJURY,NOON
3693,UNPROVOKED,1980-01-03,PHILIPPINES,,250 miles southwest of Manila,BOATING,FATALITY,
3694,PROVOKED,1980-01-03,SOUTH AFRICA,Western Cape Province,Velddrif,FISHING,INJURY,
3695,UNPROVOKED,1980-01-01,SOUTH AFRICA,KwaZulu-Natal,Ballito,SURFING,INJURY,NOON
3696,UNPROVOKED,1980-01-01,KENYA,Lamu Archipelago,South of Lamu Island,DIVING,INJURY,
3697,PROVOKED,1980-01-01,SOUTH AFRICA,KwaZulu-Natal,Anstey’s,DIVING,,
3698,UNPROVOKED,1980-01-01,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,SWIMMING,INJURY,
3699,UNPROVOKED,1980-01-01,SOUTH AFRICA,Eastern Cape Province,King’s Beach,SWIMMING,INJURY,AFTERNOON
3700,UNPROVOKED,1980-01-01,CHILE,Los Vilos,"Punta Negra, Pichidangui",DIVING,FATALITY,NOON
3701,PROVOKED,1980-01-01,NORTH ATLANTIC OCEAN,,Onboard swordfish trawler,,INJURY,
3702,,1980-01-01,GREECE,Island of Kos,,SURFING,INJURY,
3703,,1980-01-01,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,DIVING,,NOON
3704,UNPROVOKED,1980-01-01,TONGA,Ha'api,Ha'ano Island,DIVING,INJURY,MORNING
3705,UNPROVOKED,1979-01-12,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,SWIMMING,INJURY,AFTERNOON
3706,,1979-01-12,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",DIVING,FATALITY,
3707,UNPROVOKED,1979-01-12,SOUTH CHINA SEA,,,DIVING,,
3708,UNPROVOKED,1979-01-11,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",SURFING,INJURY,MORNING
3709,PROVOKED,1979-01-11,SOUTH AFRICA,Western Cape Province,Macassar,,INJURY,
3710,PROVOKED,1979-01-10,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,FISHING,INJURY,
3711,UNPROVOKED,1979-01-09,AUSTRALIA,New South Wales,Byron Bay,DIVING,INJURY,
3712,UNPROVOKED,1979-01-08,HONG KONG,,Mirs Bay,SWIMMING,FATALITY,
3713,UNPROVOKED,1979-01-08,HONG KONG,Ho Ha Wan Marine Park,,,FATALITY,
3714,UNPROVOKED,1979-01-08,USA,Florida,"Daytona Beach, Volusia County",BOATING,INJURY,
3715,UNPROVOKED,1979-01-08,THAILAND,Southern Thailand,,PASSIVE,FATALITY,
3716,UNPROVOKED,1979-01-06,USA,Florida,10 miles off Cape Canaveral,SWIMMING,INJURY,MORNING
3717,,1979-01-05,USA,Florida,"Fort Walton Beach, Okaloosa County",DIVING,FATALITY,
3718,PROVOKED,1979-01-05,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",DIVING,,NOON
3719,UNPROVOKED,1979-01-05,SOUTH AFRICA,KwaZulu-Natal,Mbibi,DIVING,FATALITY,NOON
3720,UNPROVOKED,1979-01-05,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),FISHING,INJURY,
3721,UNPROVOKED,1979-01-05,NEW CALEDONIA,North Province,Balade,,FATALITY,
3722,UNPROVOKED,1979-01-04,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",SWIMMING,INJURY,NOON
3723,UNPROVOKED,1979-01-04,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",,INJURY,MORNING
3724,UNPROVOKED,1979-01-03,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",SURFING,INJURY,NOON
3725,UNPROVOKED,1979-01-03,USA,California,"Ano Nuevo Island, San Mateo, County",DIVING,INJURY,MORNING
3726,WATERCRAFT,1979-01-03,SOUTH AFRICA,Western Cape Province,Seal Island,,,
3727,UNPROVOKED,1979-01-03,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",DIVING,FATALITY,
3728,UNPROVOKED,1979-01-02,SOUTH AFRICA,Eastern Cape Province,Port Alfred,SURFING,INJURY,NOON
3729,UNPROVOKED,1979-01-01,USA,Hawaii,"South Kohala, Hawai'i",FISHING,FATALITY,
3730,UNPROVOKED,1978-01-12,AUSTRALIA,Queensland,Bribie Island,,INJURY,
3731,UNPROVOKED,1978-01-12,SOUTH AFRICA,KwaZulu-Natal,Sodwana,DIVING,FATALITY,AFTERNOON
3732,UNPROVOKED,1978-01-11,USA,Hawaii,"Ewa, O'ahu",SURFING,INJURY,
3733,UNPROVOKED,1978-01-11,USA,Florida,"Jupiter, Palm Beach County",SURFING,INJURY,
3734,,1978-01-10,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",FISHING,FATALITY,DUSK
3735,UNPROVOKED,1978-01-09,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",DIVING,,AFTERNOON
3736,UNPROVOKED,1978-01-09,ITALY,Tyrrhenian Sea,Capo d'Anzio,DIVING,,NOON
3737,UNPROVOKED,1978-01-09,USA,California,Santa Barbara,,INJURY,NOON
3738,UNPROVOKED,1978-01-09,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",DIVING,,
3739,UNPROVOKED,1978-01-08,USA,California,"Pajaro Dunes, Santa Cruz County",SWIMMING,INJURY,NOON
3740,UNPROVOKED,1978-01-08,USA,Florida,Florida Straits,SWIMMING,INJURY,
3741,UNPROVOKED,1978-01-07,USA,South Carolina,,BOATING,INJURY,
3742,PROVOKED,1978-01-07,USA,California,"Newport Beach, Orange County",FISHING,INJURY,
3743,UNPROVOKED,1978-01-06,USA,Florida,"South of Neptune Beach, Duval County",SURFING,INJURY,
3744,UNPROVOKED,1978-01-06,USA,Florida,"Neptune Beach, Duval County",SURFING,,
3745,,1978-01-06,ITALY,Golfo de Venezia,Acqua alta research platform,,,
3746,UNPROVOKED,1978-01-04,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,DIVING,INJURY,
3747,UNPROVOKED,1978-01-04,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,DIVING,INJURY,
3748,UNPROVOKED,1978-01-04,AUSTRALIA,Tasmania,Beechford,DIVING,INJURY,
3749,WATERCRAFT,1978-01-03,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",,INJURY,
3750,UNPROVOKED,1978-01-02,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",FISHING,,
3751,UNPROVOKED,1978-01-02,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",DIVING,,
3752,UNPROVOKED,1978-01-01,SOUTH AFRICA,KwaZulu-Natal,Glenashley,SURFING,INJURY,NOON
3753,,1978-01-01,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,,,
3754,UNPROVOKED,1978-01-01,USA,Florida,"Cocoa Beach, Brevard County",SURFING,INJURY,
3755,UNPROVOKED,1978-01-01,VANUATU,Malampa Province,"Ranon, Ambryn",SWIMMING,FATALITY,
3756,UNPROVOKED,1977-01-12,USA,Hawaii,2 miles off Keahole Airport,SWIMMING,INJURY,NIGHT
3757,UNPROVOKED,1977-01-12,USA,Florida,"Hobe Sound, Palm Beach County",SURFING,INJURY,
3758,UNPROVOKED,1977-01-12,SOUTH AFRICA,Eastern Cape Province,Qolera River,SURFING,INJURY,MORNING
3759,WATERCRAFT,1977-01-12,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",FISHING,INJURY,
3760,PROVOKED,1977-01-11,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,PASSIVE,INJURY,
3761,UNPROVOKED,1977-01-10,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",DIVING,INJURY,AFTERNOON
3762,UNPROVOKED,1977-01-08,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",SURFING,INJURY,AFTERNOON
3763,UNPROVOKED,1977-01-08,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",SWIMMING,FATALITY,
3764,WATERCRAFT,1977-01-08,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,FISHING,,NOON
3765,UNPROVOKED,1977-01-08,USA,California,"McClure Beach, near Tomales Point, Marin County",DIVING,INJURY,NOON
3766,,1977-01-08,USA,Florida,"St. Petersburg, Pinellas County",SWIMMING,INJURY,
3767,UNPROVOKED,1977-01-07,USA,California,"Off San Diego, San Diego County",BOATING,INJURY,NIGHT
3768,PROVOKED,1977-01-06,USA,Florida,"12 miles northeast of Mayport,  Duval County",DIVING,INJURY,NOON
3769,UNPROVOKED,1977-01-06,USA,Texas,Padre Island,,INJURY,
3770,WATERCRAFT,1977-01-05,SOUTH AFRICA,Western Cape Province,13 km off Knysna,BOATING,INJURY,
3771,,1977-01-05,AUSTRALIA,Queensland,Southport,,,
3772,UNPROVOKED,1977-01-04,AUSTRALIA,Queensland,Tallebudgera,,INJURY,
3773,UNPROVOKED,1977-01-04,USA,Hawaii,"Ka'anapali, Maui",SWIMMING,INJURY,
3774,UNPROVOKED,1977-01-03,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",SWIMMING,INJURY,AFTERNOON
3775,UNPROVOKED,1977-01-03,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,,INJURY,
3778,UNPROVOKED,1977-01-02,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",SURFING,INJURY,
3779,,1977-01-02,AUSTRALIA,Victoria,Sorrento Back Beach,,,
3780,UNPROVOKED,1977-01-02,NEW CALEDONIA,,I'le Ouen,,INJURY,
3781,UNPROVOKED,1977-01-01,MEXICO,Guerrero,La Playa Hornos (near Acapulco),SWIMMING,FATALITY,NOON
3782,UNPROVOKED,1976-01-12,AUSTRALIA,Queensland,Caloundra,,INJURY,
3783,UNPROVOKED,1976-01-12,USA,California,"San Miguel Island, Santa Barbara County",DIVING,INJURY,MORNING
3784,UNPROVOKED,1976-01-11,SOUTH AFRICA,Western Cape Province,Clifton,,INJURY,AFTERNOON
3785,,1976-01-11,AUSTRALIA,Queensland,Southport Bar,,,
3786,UNPROVOKED,1976-01-11,USA,Florida,"Delray Beach, Palm Beach County",SURFING,,MORNING
3787,,1976-01-11,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,SWIMMING,INJURY,
3788,PROVOKED,1976-01-11,SOUTH AFRICA,Western Cape Province,Macassar,FISHING,INJURY,
3789,WATERCRAFT,1976-01-10,SOUTH AFRICA,Western Cape Province,Gordon’s Bay,BOATING,,
3790,UNPROVOKED,1976-01-10,USA,California,"Moonstone Beach, Humboldt County",SURFING,INJURY,NOON
3791,UNPROVOKED,1976-01-10,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,SURFING,INJURY,NOON
3792,UNPROVOKED,1976-01-09,NEW CALEDONIA,,Sarcelle,DIVING,FATALITY,
3793,UNPROVOKED,1976-01-09,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",DIVING,INJURY,
3794,UNPROVOKED,1976-01-09,HONG KONG,South China Sea 200 miles from Hong Kong,,,FATALITY,
3797,UNPROVOKED,1976-01-09,USA,Florida,"Sebastian, Indian River County",SURFING,INJURY,NOON
3798,UNPROVOKED,1976-01-08,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",SWIMMING,INJURY,
3799,UNPROVOKED,1976-01-08,USA,Oregon,Winchester Bay,SURFING,INJURY,NOON
3800,UNPROVOKED,1976-01-07,USA,Florida,St. Lucie County,DIVING,INJURY,MORNING
3801,UNPROVOKED,1976-01-07,USA,Louisiana,Scofield - Sandy Point,PASSIVE,INJURY,
3802,UNPROVOKED,1976-01-07,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",DIVING,FATALITY,
3803,UNPROVOKED,1976-01-07,USA,Florida,St. Lucie County,DIVING,,
3804,UNPROVOKED,1976-01-06,USA,Florida,"St. Andrews State Park, Bay County",DIVING,INJURY,NIGHT
3805,UNPROVOKED,1976-01-06,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",SWIMMING,INJURY,
3806,PROVOKED,1976-01-06,ITALY,Reggio Calabria Province,Bovalino,FISHING,,
3807,WATERCRAFT,1976-01-06,AUSTRALIA,Queensland,Off Stradbroke Island,BOATING,,
3808,WATERCRAFT,1976-01-05,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,,,
3809,,1976-01-04,USA,Texas,Galveston Island,,,
3810,UNPROVOKED,1976-01-03,USA,Florida,"New Smyrna Beach, Volusia County",PASSIVE,INJURY,NOON
3811,WATERCRAFT,1976-01-03,SOUTH AFRICA,Western Cape Province,Robberg Point,FISHING,,
3812,WATERCRAFT,1976-01-03,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",,,
3813,WATERCRAFT,1976-01-03,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",,,
3814,WATERCRAFT,1976-01-02,SOUTH AFRICA,Western Cape Province,False Bay,,,
3815,PROVOKED,1976-01-01,SOUTH AFRICA,Western Cape Province,Hartenbos,,,
3816,UNPROVOKED,1976-01-01,AUSTRALIA,Queensland,Harvey Bay,,INJURY,
3817,PROVOKED,1976-01-01,SOUTH AFRICA,Western Cape Province,Kalk Bay,BOATING,,MORNING
3818,UNPROVOKED,1976-01-01,USA,Florida,"Off Fort Pierce, St Lucie County",DIVING,INJURY,
3819,UNPROVOKED,1976-01-01,NEW ZEALAND,North Island,"Te Kaha, East coast",DIVING,FATALITY,NOON
3820,UNPROVOKED,1976-01-01,USA,Hawaii,"Off Lahaina, Maui",DIVING,FATALITY,
3821,WATERCRAFT,1975-01-12,AUSTRALIA,South Australia,Glenelg,,,
3822,UNPROVOKED,1975-01-12,USA,California,Farallon Islands,DIVING,INJURY,NOON
3823,PROVOKED,1975-01-12,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",,,
3824,UNPROVOKED,1975-01-11,AUSTRALIA,New South Wales,"Queenscliff, Sydney",PASSIVE,INJURY,
3825,UNPROVOKED,1975-01-11,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",PASSIVE,INJURY,MORNING
3826,UNPROVOKED,1975-01-11,AUSTRALIA,Queensland,Lookout Point,,INJURY,
3827,UNPROVOKED,1975-01-11,USA,Florida,"Crescent Beach, St. Johns County",SURFING,INJURY,
3828,,1975-01-10,USA,New Jersey,"Sandy Hook, Monmouth County",SURFING,,NOON
3829,UNPROVOKED,1975-01-10,AUSTRALIA,New South Wales,"Lennox Head, Ballina",SURFING,,
3830,,1975-01-10,USA,California,"Seal Beach, Orange County",SURFING,,
3831,UNPROVOKED,1975-01-09,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,SURFING,INJURY,
3832,UNPROVOKED,1975-01-08,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,SURFING,INJURY,NOON
3833,UNPROVOKED,1975-01-08,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,NOON
3834,UNPROVOKED,1975-01-08,USA,California,"Usal Creek, Bear Harbor, Mendocino County",DIVING,INJURY,NOON
3835,UNPROVOKED,1975-01-08,HONG KONG,Mirs Bay,,SWIMMING,INJURY,
3836,UNPROVOKED,1975-01-07,USA,Oregon,,SWIMMING,FATALITY,
3837,UNPROVOKED,1975-01-07,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",DIVING,FATALITY,NOON
3838,UNPROVOKED,1975-01-07,USA,Florida,"Off Hutchinson Island, St Lucie County",DIVING,INJURY,
3839,UNPROVOKED,1975-01-07,AUSTRALIA,Queensland,Maroochydore,SURFING,INJURY,
3840,UNPROVOKED,1975-01-07,USA,California,"Perch Rock, Point Conception, Santa Barbara County",DIVING,INJURY,NOON
3841,UNPROVOKED,1975-01-07,USA,California,"Point Conception, Santa Barbara County",DIVING,,NOON
3842,UNPROVOKED,1975-01-07,USA,Florida,"New Smyrna Beach, Volusia County",SWIMMING,INJURY,MORNING
3843,PROVOKED,1975-01-07,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",DIVING,INJURY,
3844,UNPROVOKED,1975-01-07,USA,Florida,"Indiatlantic, Brevard County",SURFING,INJURY,
3845,UNPROVOKED,1975-01-06,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",SWIMMING,INJURY,AFTERNOON
3846,UNPROVOKED,1975-01-06,USA,South Carolina,"North Myrtle Beach, Horry County",PASSIVE,INJURY,NOON
3847,UNPROVOKED,1975-01-06,USA,Alabama,5 miles off the coast,SWIMMING,INJURY,
3848,UNPROVOKED,1975-01-06,USA,Florida,"Daytona Beach, Volusia County",SURFING,,
3849,PROVOKED,1975-01-06,USA,Florida,"New Smyrna Beach, Volusia County",,INJURY,
3850,UNPROVOKED,1975-01-05,USA,Florida,"New Smyrna Beach, Volusia County",SURFING,INJURY,MORNING
3851,UNPROVOKED,1975-01-05,USA,Florida,"Daytona Beach, Volusia County",SWIMMING,INJURY,
3852,,1975-01-04,ITALY,Genoa Province,Cervara,DIVING,,
3853,,1975-01-04,SOUTH AFRICA,KwaZulu-Natal,Durban,,,
3854,UNPROVOKED,1975-01-04,SOUTH AFRICA,Western Cape Province,Millers Point,DIVING,,NOON
3855,,1975-01-03,SOUTH AFRICA,KwaZulu-Natal,Tongaat,SWIMMING,,
3856,UNPROVOKED,1975-01-03,AUSTRALIA,Queensland,Mornington Island,,INJURY,
3857,UNPROVOKED,1975-01-03,USA,Florida,"Clearwater Beach, Pinellas County",SWIMMING,INJURY,
3858,PROVOKED,1975-01-03,AUSTRALIA,Queensland,Southport Aquarium,DIVING,INJURY,
3859,PROVOKED,1975-01-03,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",BOATING,INJURY,
3860,UNPROVOKED,1975-01-03,BANGLADESH,Ganges-Brahmaputra delta,,,FATALITY,
3861,UNPROVOKED,1975-01-02,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",SURFING,,MORNING
3862,WATERCRAFT,1975-01-02,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,,INJURY,
